Month,Beer_Volume,Beer.price,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate,Unemployment.Female.PCT,Unemployment.Male.PCT,Employment.rate,Employment.Male.PCT,Employment.Female.PCT,Employment.to.population.ratio.15.,Money.Supply,Currency.in.Circulation,Customs.and.import.tax,Taxes.on.goods.and.services,Total.Excise,Wine.Equalistaion.Tax,Global.events,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days,Number.of.Tourists.1wk.,Number.of.Tourists.1.2.wks,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths,Number.of.Tourists.2.3mths,Number.of.Tourists.3.6mths,Number.of.Tourists.6.12mths,Season,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc.,Elections,PMI,FAI.Evolution,Real.Estate.Investment,GDP,GDP.per.capita,GDP.per.capita.growth,GDP.Growth.rate,Private.Sector.Expenditure,Cash.Consumption.Expenditure,Government.Expenditure,Total.Exports,Total.Imports,Balance.of.Import.and.Export,CPI,Inflation.PCT,Total.Import.and.Export,Population.NSW,Population.VIC,Population.QLD,Population.SA,Population.WA,Population.TAS,Population.NT,Population.ACT,Population.Australia,Population.by.Gender,GDP.USD,Government.Revenue,FDI.Investment.Utilized,Urbanization.rate,WPI,GDP.deflator,Urban.population,Urban.population.PCT.growth,Total.Population,LDA.Population,Population.Under.18,Population.in.age.bracket.18...24,Population.in.age.bracket.25...34,Population.in.age.bracket.35...44,Population.in.age.bracket.45...54,Population.in.age.bracket.55...64,Population.in.age.bracket.65...74,Population.in.age.bracket.75...84,Population.in.age.bracket.85...100,On.premise...Off.premise.Split,Total.expenditure,PCT.of.population.born.locally,Output.of.Beer,Output.of.Cider..Perry,Output.of.RTDs..High.Strength.Premixes,Output.of.Spirits,Output.of.Wine,Output.of.Soft.Drinks,Disposable.Income,Weighted.Temp,Beer.price_lag_3,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate_lag_1,Unemployment.Female.PCT_lag_3,Unemployment.Male.PCT_lag_1,Employment.rate,Employment.Male.PCT,Employment.Female.PCT_lag_1,Employment.to.population.ratio.15.,Money.Supply_inv,Currency.in.Circulation_lag_2,Customs.and.import.tax,Taxes.on.goods.and.services_lag_3,Total.Excise,Wine.Equalistaion.Tax_lag_3,Global.events_lag_1,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days_inv,Number.of.Tourists.1wk._inv,Number.of.Tourists.1.2.wks_lag_3,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths_lag_2,Number.of.Tourists.2.3mths_lag_2,Number.of.Tourists.3.6mths_lag_2,Number.of.Tourists.6.12mths_lag_1,Season_lag_1,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc._lag_3,Elections_lag_3,PMI_lag_1,FAI.Evolution_lag_3,Real.Estate.Investment_lag_3,GDP_lag_1,GDP.per.capita_lag_1,GDP.per.capita.growth_SqRT,GDP.Growth.rate_SqRT,Private.Sector.Expenditure_lag_1,Cash.Consumption.Expenditure_lag_1,Government.Expenditure_lag_3,Total.Exports_inv,Total.Imports_inv,Balance.of.Import.and.Export_lag_1,CPI_inv,Inflation.PCT_lag_3,Total.Import.and.Export_inv,Population.NSW_inv,Population.VIC_inv,Population.QLD_inv,Population.SA_inv,Population.WA_inv,Population.TAS_lag_3,Population.NT_inv,Population.ACT_inv,Population.Australia_inv,Population.by.Gender_lag_3,GDP.USD_lag_1,Government.Revenue_lag_1,FDI.Investment.Utilized,Urbanization.rate_lag_1,WPI_lag_1,GDP.deflator_lag_1,Urban.population_lag_1,Urban.population.PCT.growth,Total.Population_lag_1,LDA.Population_lag_1,Population.Under.18_lag_1,Population.in.age.bracket.18...24_lag_1,Population.in.age.bracket.25...34_lag_1,Population.in.age.bracket.35...44_lag_1,Population.in.age.bracket.45...54_lag_1,Population.in.age.bracket.55...64_lag_1,Population.in.age.bracket.65...74_lag_1,Population.in.age.bracket.75...84_lag_1,Population.in.age.bracket.85...100_lag_1,On.premise...Off.premise.Split_lag_1,Total.expenditure_lag_1,PCT.of.population.born.locally_lag_1,Output.of.Beer_lag_1,Output.of.Cider..Perry_inv,Output.of.RTDs..High.Strength.Premixes_lag_1,Output.of.Spirits_lag_1,Output.of.Wine_inv,Output.of.Soft.Drinks_lag_1,Disposable.Income_lag_1,Weighted.Temp_inv
06-01-2013,1170.703381,4.997081,8.130215,2988.445313,0.055292169,0.05478507,0.055720352,0.614609136,0.675689992,0.55522641,0.649801572,126.3188,56943.38072,654.902,2229.56,2068.742,47.839,0,0,0,1,19,100500,220900,273200,171700,37000,29700,11100,4,0,0,49.64,83337,27069,387808,16775.62306,0.045754673,0.049542357,288897,215954,72899,73385,85372,1.163344008,102.8,0.024,158757,7407.063,5733.545,4651.359,1670.274,2515.387,513.067,242.569,380.914,23117.353,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,17.4070779,5.077154,8.130215,2988.445313,0.055572246,0.059940319,0.055097999,0.614609136,0.675689992,0.555291148,0.649801572,0.007916478,56540.13176,654.902,3018.143,2068.742,48.71,0,0,0,1,0.052631579,9.95E-06,223900,273200,95900,22900,22300,12100,3,0,0,43.79,69596,23047,387808,16775.62306,0.21390342,0.222581125,288897,215954,69493,1.36E-05,1.17E-05,1.163344008,0.009727626,0.025,6.30E-06,0.000135006,0.000174412,0.000214991,0.000598704,0.000397553,513.012,0.004122538,0.002625264,4.33E-05,0.502256519,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.057447896
07-01-2013,1399.530637,4.868937,7.809191,3218.198486,0.053295885,0.052293176,0.054140751,0.613128129,0.674485984,0.553487188,0.649192633,126.6947,57691.19359,725.929,5150.699,2398.975,63.368,0,0,0,0,23,98300,247400,210700,124500,35500,24300,12800,4,0,0,41.97,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,17.96799607,5.018964,7.809191,3218.198486,0.055292169,0.057343191,0.055720352,0.613128129,0.674485984,0.55522641,0.649192633,0.00789299,56628.73048,725.929,5797.923,2398.975,89.426,0,0,0,0,0.043478261,1.02E-05,226600,210700,127300,32900,31900,11100,4,0,0,49.64,83337,27069,387808,16775.62306,0.033781918,0.071453614,288897,215954,72899,1.36E-05,1.14E-05,1.163344008,0.009615385,0.024,6.19E-06,0.000134509,0.000173578,0.000214127,0.000597375,0.000395638,513.067,0.004114092,0.002617582,4.31E-05,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.055654509
08-01-2013,1199.030512,5.06589,8.098211,3312.047852,0.056459539,0.055569968,0.057212104,0.605982755,0.665523429,0.548119041,0.648490779,126.8645,58282.01999,729.108,4897.964,1951.228,51.49,0,0,0,0,22,110100,215000,204200,131700,30500,25300,12700,4,0,0,46.4,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,19.67151651,4.97315,8.098211,3312.047852,0.053295885,0.056133873,0.054140751,0.605982755,0.665523429,0.553487188,0.648490779,0.007882426,56943.38072,729.108,4748.945,1951.228,44.839,0,0,0,0,0.045454545,9.08E-06,201900,204200,171700,37000,29700,12800,4,0,0,41.97,83337,27069,389788,16794.7677,0.033781918,0.071453614,291398,220259,72899,1.36E-05,1.14E-05,1.191706331,0.009615385,0.024,6.19E-06,0.000134509,0.000173578,0.000214127,0.000597375,0.000395638,513.067,0.004114092,0.002617582,4.31E-05,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.050834922
09-01-2013,1285.699875,5.039227,8.138353,3821.843018,0.056604765,0.056067334,0.057062183,0.6146133,0.673404219,0.55748884,0.647644059,127.3173,58625.33536,734.725,1841.434,2491.622,50.75,0,0,0,0,21,116800,280200,296000,148100,23500,18700,9600,1,0,1,51.66,81328,27584,389788,16794.7677,0.001141218,0.005105619,291398,220259,71127,73743,87880,1.191706331,104,0.022,161623,7434.451,5761.1,4670.132,1673.991,2527.564,513.378,243.067,382.032,23208.895,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,22.91162351,4.997081,8.138353,3821.843018,0.056459539,0.05478507,0.057212104,0.6146133,0.673404219,0.548119041,0.647644059,0.007854392,57691.19359,734.725,2229.56,2491.622,47.839,0,0,0,0,0.047619048,8.56E-06,220900,296000,124500,35500,24300,12700,4,0,0,46.4,83337,27069,389788,16794.7677,0.033781918,0.071453614,291398,220259,72899,1.36E-05,1.14E-05,1.191706331,0.009615385,0.024,6.19E-06,0.000134509,0.000173578,0.000214127,0.000597375,0.000395638,513.067,0.004114092,0.002617582,4.31E-05,0.502296522,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.043645969
10-01-2013,1574.435691,5.108886,8.35214,4344.773438,0.055865277,0.053494906,0.057873018,0.610970657,0.669938298,0.553698028,0.646778789,128.2188,59097.3521,823.741,6519.266,1921.289,51.671,0,0,0,1,22,124500,236100,192100,78100,19900,19800,8700,1,0,0,53.16,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,24.24748119,4.868937,8.35214,4344.773438,0.056604765,0.052293176,0.057062183,0.610970657,0.669938298,0.55748884,0.646778789,0.007799168,58282.01999,823.741,5150.699,1921.289,63.368,0,0,0,1,0.045454545,8.03E-06,247400,192100,131700,30500,25300,9600,1,0,0,51.66,81328,27584,389788,16794.7677,0.213614833,0.221570199,291398,220259,71127,1.32E-05,1.14E-05,1.191706331,0.009541985,0.022,6.11E-06,0.000134056,0.000172868,0.000213444,0.00059642,0.000394265,513.378,0.004117938,0.002608854,4.29E-05,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.041241397
11-01-2013,1576.22275,5.108555,8.104479,4525.069824,0.054269627,0.052373957,0.055876651,0.608389831,0.667272504,0.551223038,0.646106023,129.1325,59292.47747,796.518,5330.105,2204.139,88.048,0,1,0,0,21,121200,217900,164200,99300,45300,25500,9700,1,0,0,47.72,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,25.09387911,5.06589,8.104479,4525.069824,0.055865277,0.055569968,0.057873018,0.608389831,0.667272504,0.553698028,0.646106023,0.007743984,58625.33536,796.518,4897.964,2204.139,51.49,0,1,0,0,0.047619048,8.25E-06,215000,164200,148100,23500,18700,8700,1,0,0,53.16,81328,27584,408924,17561.13474,0.213614833,0.221570199,302989,230856,71127,1.32E-05,1.14E-05,1.15794888,0.009541985,0.022,6.11E-06,0.000134056,0.000172868,0.000213444,0.00059642,0.000394265,513.378,0.004117938,0.002608854,4.29E-05,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.039850355
12-01-2013,1897.742974,5.137767,7.737413,8368.519531,0.05675152,0.054909776,0.058309224,0.612618607,0.672794916,0.554219758,0.645689507,130.1513,63018.06969,834.02,3061.992,2574.626,81.403,0,1,1,4,18,87500,229300,362200,238100,43600,19100,10900,2,0,0,47.6,84822,28804,408924,17561.13474,0.045631297,0.049093353,302989,230856,72147,75822,87798,1.15794888,104.8,0.027,163620,7459.562,5784.777,4685.08,1676.671,2536.368,513.948,242.84,383.31,23285.739,0.502564467,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,90.5882,268.8434,63.0631,546.9,4003.4,35827.71772,27.43864926,5.039227,7.737413,8368.519531,0.054269627,0.056067334,0.055876651,0.612618607,0.672794916,0.551223038,0.645689507,0.007683365,59097.3521,834.02,1841.434,2574.626,50.75,0,1,1,4,0.055555556,1.14E-05,280200,362200,78100,19900,19800,9700,1,0,1,47.72,81328,27584,408924,17561.13474,0.213614833,0.221570199,302989,230856,71127,1.32E-05,1.14E-05,1.15794888,0.009541985,0.022,6.11E-06,0.000134056,0.000172868,0.000213444,0.00059642,0.000394265,513.378,0.004117938,0.002608854,4.29E-05,0.502409012,1564,370.4,326853,0.85490164,104.005168,98.60608358,19763063,0.018586634,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.011038965,268.8434,63.0631,0.001828488,4003.4,35827.71772,0.036444943
01-01-2014,1431.416965,5.13926,7.909753,5814.73584,0.063764851,0.064115434,0.06346941,0.600218464,0.661534,0.540706989,0.645532058,131.0204,60638.51291,843.145,2884.92,1730.105,88.865,1,1,1,2,21,86400,220900,215500,84700,20000,18100,19800,2,0,0,46.7,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,29.50529731,5.108886,7.909753,5814.73584,0.05675152,0.053494906,0.058309224,0.600218464,0.661534,0.554219758,0.645532058,0.007632399,59292.47747,843.145,6519.266,1730.105,51.671,0,1,1,2,0.047619048,1.16E-05,236100,215500,99300,45300,25500,10900,2,0,0,47.6,84822,28804,408924,17561.13474,NA,NA,302989,230856,72147,1.37E-05,1.27E-05,1.15794888,0.009487666,0.027,6.60E-06,0.000133463,0.000171903,0.000212549,0.000594422,0.00039223,513.948,0.004116921,0.002597848,4.27E-05,0.502564467,1564,370.4,137781,0.85490164,104.005168,98.60608358,19763063,0.016236856,23117353,17885375,5231978,2243198,3379049,3213664,3076642,2634792,1863178,1037503,437349,0.803530507,19.654168,0.277,1569.5,0.009437639,268.8434,63.0631,0.001822822,4003.4,35827.71772,0.033892219
02-01-2014,1295.234895,5.188815,8.032137,4472.916016,0.06802136,0.07236307,0.064340266,0.606661617,0.669162079,0.545993168,0.645607768,131.6592,60168.12208,730.914,7372.303,1852.129,80.976,0,0,0,0,20,108100,176900,152300,56500,14600,15000,12400,2,1,0,48.63,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,28.74597902,5.108555,8.032137,4472.916016,0.063764851,0.052373957,0.06346941,0.606661617,0.669162079,0.540706989,0.645607768,0.007595367,63018.06969,730.914,5330.105,1852.129,88.048,1,0,0,0,0.05,9.25E-06,217900,152300,238100,43600,19100,19800,2,0,0,46.7,84822,28804,381262,16298.61944,NA,NA,288066,217650,72147,1.37E-05,1.27E-05,1.082181798,0.009487666,0.027,6.60E-06,0.000133463,0.000171903,0.000212549,0.000594422,0.00039223,513.948,0.004116921,0.002597848,4.27E-05,0.502564467,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.034787474
03-01-2014,1298.673707,5.218802,7.704807,4647.788574,0.062333622,0.066427572,0.058834734,0.609397234,0.669528054,0.551022113,0.645889871,132.302,60263.17252,620.104,3232.048,2395.84,60.686,1,0,0,1,20,121200,210000,175900,78500,20400,18000,12100,3,0,0,47.89,68075,23017,381262,16298.61944,-0.071892581,-0.067645822,288066,217650,70417,72729,78706,1.082181798,105.4,0.029,151435,7492.704,5817.241,4704.807,1682.307,2549.527,514.676,242.9,384.934,23392.288,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,27.06307973,5.137767,7.704807,4647.788574,0.06802136,0.054909776,0.064340266,0.609397234,0.669528054,0.545993168,0.645889871,0.007558465,60638.51291,620.104,3061.992,2395.84,81.403,0,0,0,1,0.05,8.25E-06,229300,175900,84700,20000,18100,12400,2,0,0,48.63,84822,28804,381262,16298.61944,NA,NA,288066,217650,72147,1.37E-05,1.27E-05,1.082181798,0.009487666,0.027,6.60E-06,0.000133463,0.000171903,0.000212549,0.000594422,0.00039223,513.948,0.004116921,0.002597848,4.27E-05,0.502564467,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.03695071
04-01-2014,1500.886595,5.181195,7.428785,4874.59668,0.058187655,0.059375053,0.05717954,0.609793611,0.670249992,0.551106925,0.646244721,133.0742,61487.31347,726.665,5929.157,1965.979,65.046,0,1,1,3,19,112200,281700,251200,102800,23900,21100,14600,3,0,0,44.78,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,23.80181635,5.13926,7.428785,4874.59668,0.062333622,0.064115434,0.058834734,0.609793611,0.670249992,0.551022113,0.646244721,0.007514605,60168.12208,726.665,2884.92,1965.979,88.865,1,1,1,3,0.052631579,8.91E-06,220900,251200,56500,14600,15000,12100,3,0,0,47.89,68075,23017,381262,16298.61944,0.207306826,0.214536925,288066,217650,70417,1.31E-05,1.20E-05,1.082181798,0.009442871,0.029,6.27E-06,0.000133095,0.000171288,0.000211868,0.000593278,0.000391076,514.676,0.004109004,0.00259507,4.26E-05,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.0420136
05-01-2014,1255.636159,5.22793,7.259985,4114.753906,0.058467534,0.060700112,0.056558517,0.609140117,0.668008785,0.551999131,0.646548727,133.8786,60666.58389,902.448,5213.348,1951.169,79.739,0,0,0,0,22,116700,212100,200700,127700,29300,31300,12800,3,0,0,49.22,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,21.4460914,5.188815,7.259985,4114.753906,0.058187655,0.07236307,0.05717954,0.609140117,0.668008785,0.551106925,0.646548727,0.007469454,60263.17252,902.448,7372.303,1951.169,80.976,0,0,0,0,0.045454545,8.57E-06,176900,200700,78500,20400,18000,14600,3,1,0,44.78,68075,23017,398810,16999.07087,0.207306826,0.214536925,295606,222501,70417,1.31E-05,1.20E-05,1.096032497,0.009442871,0.029,6.27E-06,0.000133095,0.000171288,0.000211868,0.000593278,0.000391076,514.676,0.004109004,0.00259507,4.26E-05,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.046628543
06-01-2014,1248.203353,5.172277,7.598876,3471.268799,0.058786433,0.058733214,0.058831823,0.608558245,0.66679758,0.552032396,0.646693192,134.7883,60777.50076,814.683,4283.764,2209.899,63.958,0,0,0,1,20,106500,235700,274900,175300,40700,30600,10600,4,0,0,48.91,81732,27415,398810,16999.07087,0.04297612,0.046026092,295606,222501,73101,76068,83373,1.096032497,105.9,0.03,159441,7513.418,5838.11,4719.925,1685.55,2557.046,514.726,243.368,385.346,23460.694,0.502637987,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,18.39642445,5.218802,7.598876,3471.268799,0.058467534,0.066427572,0.056558517,0.608558245,0.66679758,0.551999131,0.646693192,0.007419042,61487.31347,814.683,3232.048,2209.899,60.686,0,0,0,1,0.05,9.39E-06,210000,274900,102800,23900,21100,12800,3,0,0,49.22,68075,23017,398810,16999.07087,0.207306826,0.214536925,295606,222501,70417,1.31E-05,1.20E-05,1.096032497,0.009442871,0.029,6.27E-06,0.000133095,0.000171288,0.000211868,0.000593278,0.000391076,514.676,0.004109004,0.00259507,4.26E-05,0.502588118,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.054358389
07-01-2014,1295.34551,5.237213,7.208424,3893.320557,0.060333093,0.0594251,0.061105381,0.607152008,0.665634299,0.550398619,0.646666618,135.7666,61336.35923,828.279,5919.544,1989.049,56.482,0,0,0,0,23,107300,246400,224800,135400,35500,24900,13100,4,0,0,50.66,78079,26147,400824,17022.92045,0.001402993,0.005050024,298128,226202,71925,79236,87938,1.109823817,106.4,0.023,167174,7541.744,5865.618,4735.56,1688.542,2565.903,515.043,243.759,386.761,23546.136,0.502719554,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,105.9587,266.1023,63.5862,548.6,4037.4,36154.39071,17.60291011,5.181195,7.208424,3893.320557,0.058786433,0.059375053,0.058831823,0.607152008,0.665634299,0.552032396,0.646666618,0.007365582,60666.58389,828.279,5929.157,1989.049,65.046,0,0,0,0,0.043478261,9.32E-06,281700,224800,127700,29300,31300,10600,4,0,0,48.91,81732,27415,398810,16999.07087,0.037456548,0.071063521,295606,222501,73101,1.26E-05,1.14E-05,1.096032497,0.009398496,0.03,5.98E-06,0.000132595,0.000170485,0.000211168,0.000592227,0.000389726,514.726,0.004102413,0.002585576,4.25E-05,0.502637987,1455,386.2,137781,0.856068154,107.2351421,100,20083953,0.016236856,23464086,18172792,5291294,2262195,3448685,3222313,3099201,2687292,1937035,1061859,454212,0.80533351,20.537921,0.28,1532.8,0.009437639,266.1023,63.5862,0.001822822,4037.4,36154.39071,0.056808789
